cx_vehicle_id,cx_readable_timestamp,cx_sending_timestamp,cx_moving,cx_gear_position,cx_trip_id,cx_event_type,cx_msg_id,cx_make,cx_timestamp,cx_vehicle_speed.value,cx_vehicle_speed.unit,cx_Geolocation.cx_heading,cx_Geolocation.cx_latitude,cx_Geolocation.cx_longitude,cx_Geolocation.cx_altitude.value,cx_Geolocation.cx_altitude.unit,cx_acc.acceleration.value,cx_acc.acceleration.unit,cx_acc.accelerationLat.value,cx_acc.accelerationLat.unit,cx_Collision.cx_auto_e_call,cx_Fuel.cx_instantConsumption.value,cx_Fuel.cx_instantConsumption.unit,cx_Engine.cx_contact,cx_Engine.cx_ign_status,cx_Engine.cx_engine_speed.value,cx_Engine.cx_engine_speed.unit,cx_odometer.value,cx_odometer.unit,cx_Engine.cx_status,cx_Lights.cx_warnings,cx_Seatbelt.cx_driver_seatbelt,cx_Seatbelt.cx_passenger_seatbelt_front,cx_abs,cx_Door.cx_driver_door,cx_Fuel.cx_distance_to_empty.value,cx_Fuel.cx_distance_to_empty.unit,cx_Fuel.cx_abs_fuel_level.value,cx_Fuel.cx_abs_fuel_level.unit,cx_Fuel.cx_fuel_level.value,cx_Fuel.cx_fuel_level.unit,cx_Engine.cx_oil_temp.value,cx_Engine.cx_oil_temp.unit,cx_Engine.cx_remaining_oil_life.value,cx_Engine.cx_remaining_oil_life.unit,cx_Engine.cx_run_time,cx_Battery.cx_battery_level.value,cx_Battery.cx_battery_level.unit,cx_external_temperature.value,cx_external_temperature.unit,cx_Tyres.cx_fl_tirepress,cx_Tyres.cx_fr_tirepress,cx_Tyres.cx_rl_tirepress,cx_Tyres.cx_rr_tirepress,cx_Lights.cx_turn
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:06:55.552Z,07:43.1,FALSE,p,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,6e91a767-3d07-11ee-9ed0-410517dee42f,stellantis,1692281216,0,km/h,0,40.901268,-81.123611,383.299988,m,0.26,m/s²,-0.1,m/s²,FALSE,84.72188,L/100 km,TRUE,4,851,rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:06:58.552Z,07:43.1,FALSE,p,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,6e91a768-3d07-11ee-9ed0-410517dee42f,stellantis,1692281219,0,km/h,0,40.901268,-81.123611,383.299988,m,0.3,m/s²,-0.12,m/s²,FALSE,83.63848,L/100 km,TRUE,4,838,rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:07:01.552Z,07:43.1,FALSE,p,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,6e91a769-3d07-11ee-9ed0-410517dee42f,stellantis,1692281222,0,km/h,0,40.901268,-81.123611,383.299988,m,0.24,m/s²,-0.12,m/s²,FALSE,88.8388,L/100 km,TRUE,4,848,rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:07:03.576Z,07:43.1,,,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,6e91a76a-3d07-11ee-9ed0-410517dee42f,stellantis,1692281224,,,,,,,,,,,,,,,,4,,,,,running,FALSE,0,1,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:07:04.552Z,07:43.1,FALSE,p,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,6e91a76b-3d07-11ee-9ed0-410517dee42f,stellantis,1692281225,0,km/h,0,40.901268,-81.123611,383.299988,m,0.32,m/s²,-0.12,m/s²,FALSE,111.37352,L/100 km,TRUE,4,856,rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:07:07.552Z,07:43.1,FALSE,p,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,6e91a76c-3d07-11ee-9ed0-410517dee42f,stellantis,1692281228,0,km/h,0,40.901268,-81.123611,383.200012,m,0.26,m/s²,-0.08,m/s²,FALSE,88.18876,L/100 km,TRUE,4,854,rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:07:10.552Z,07:43.1,FALSE,p,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,6e91a76d-3d07-11ee-9ed0-410517dee42f,stellantis,1692281231,0,km/h,0,40.901268,-81.123611,383.200012,m,0.3,m/s²,-0.16,m/s²,FALSE,85.80528,L/100 km,TRUE,4,845,rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:07:13.825Z,07:51.4,FALSE,p,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,73e4e8bc-3d07-11ee-9ed0-410517dee42f,stellantis,1692281234,0,km/h,0,40.901268,-81.123611,383.200012,m,0.28,m/s²,-0.12,m/s²,FALSE,86.88868,L/100 km,TRUE,4,842,rpm,49441,km,running,FALSE,0,1,FALSE,0,124,km,13,L,14.9,perc,100,°C,22,perc,ENGINERUNTIME,13.9,V,-5.6,°C,38,38,38,37,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:07:16.552Z,07:51.4,FALSE,p,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,73e4e8bd-3d07-11ee-9ed0-410517dee42f,stellantis,1692281237,0,km/h,0,40.901268,-81.123611,383.200012,m,0.24,m/s²,-0.12,m/s²,FALSE,84.72188,L/100 km,TRUE,4,846,rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:07:19.847Z,08:51.6,FALSE,r,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,97a883b3-3d07-11ee-9ed0-410517dee42f,stellantis,1692281240,0,km/h,0,40.901268,-81.123611,383.200012,m,0.28,m/s²,-0.14,m/s²,FALSE,98.80608,L/100 km,TRUE,4,755,rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:07:22.847Z,08:51.6,FALSE,r,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,97a883b4-3d07-11ee-9ed0-410517dee42f,stellantis,1692281243,0,km/h,0,40.901268,-81.123611,383.200012,m,0.28,m/s²,-0.16,m/s²,FALSE,89.05548,L/100 km,TRUE,4,714,rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:07:23.585Z,08:51.6,,,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,97a883b5-3d07-11ee-9ed0-410517dee42f,stellantis,1692281244,,,,,,,,,,,,,,,,4,,,,,running,FALSE,0,1,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:07:25.847Z,08:51.6,FALSE,r,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,97a883b6-3d07-11ee-9ed0-410517dee42f,stellantis,1692281246,0,km/h,0,40.901268,-81.123611,383.200012,m,0.28,m/s²,-0.18,m/s²,FALSE,66.73744,L/100 km,TRUE,4,708,rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:07:28.847Z,08:51.6,FALSE,r,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,97a883b7-3d07-11ee-9ed0-410517dee42f,stellantis,1692281249,0,km/h,0,40.901268,-81.123611,383.200012,m,0.3,m/s²,-0.12,m/s²,FALSE,64.57064,L/100 km,TRUE,4,695,rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:07:31.847Z,08:51.6,FALSE,r,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,97a883b8-3d07-11ee-9ed0-410517dee42f,stellantis,1692281252,0,km/h,0,40.901268,-81.123611,383.200012,m,0.26,m/s²,-0.16,m/s²,FALSE,86.45532,L/100 km,TRUE,4,690,rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:07:33.595Z,08:51.6,,,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,97a883b9-3d07-11ee-9ed0-410517dee42f,stellantis,1692281254,,,,,,,,,,,,,,,,4,,,,,running,FALSE,0,1,FALSE,0,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:07:34.847Z,08:51.6,FALSE,r,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,97a883ba-3d07-11ee-9ed0-410517dee42f,stellantis,1692281255,0,km/h,0,40.901268,-81.123611,383.200012,m,0.28,m/s²,-0.1,m/s²,FALSE,68.2542,L/100 km,TRUE,4,677,rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:07:37.847Z,08:51.6,FALSE,r,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,97a883bb-3d07-11ee-9ed0-410517dee42f,stellantis,1692281258,0,km/h,0,40.901268,-81.123611,383.200012,m,0.3,m/s²,-0.1,m/s²,FALSE,64.35396,L/100 km,TRUE,4,676,rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:07:40.847Z,08:51.6,FALSE,r,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,97a883bc-3d07-11ee-9ed0-410517dee42f,stellantis,1692281261,0,km/h,0,40.901268,-81.123611,383.200012,m,0.3,m/s²,-0.18,m/s²,FALSE,63.70392,L/100 km,TRUE,4,667,rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:07:43.847Z,08:51.8,FALSE,r,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,97a883f5-3d07-11ee-9ed0-410517dee42f,stellantis,1692281264,0,km/h,0,40.901268,-81.123611,383.200012,m,0.28,m/s²,-0.14,m/s²,FALSE,63.48724,L/100 km,TRUE,4,656,rpm,,,running,FALSE,0,1,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:07:46.847Z,08:51.8,FALSE,r,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,97a883f6-3d07-11ee-9ed0-410517dee42f,stellantis,1692281267,0,km/h,0,40.901268,-81.123611,383.200012,m,0.28,m/s²,-0.1,m/s²,FALSE,62.8372,L/100 km,TRUE,4,653,rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:07:49.847Z,08:51.8,FALSE,r,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,97a883f7-3d07-11ee-9ed0-410517dee42f,stellantis,1692281270,0,km/h,0,40.901268,-81.123611,383.299988,m,0.28,m/s²,-0.14,m/s²,FALSE,62.40384,L/100 km,TRUE,4,656,rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:07:52.847Z,08:51.8,FALSE,r,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,97a883f8-3d07-11ee-9ed0-410517dee42f,stellantis,1692281273,0,km/h,0,40.901268,-81.123611,383.299988,m,0.32,m/s²,-0.1,m/s²,FALSE,61.97048,L/100 km,TRUE,4,646,rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:07:53.595Z,08:51.8,,,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,97a883f9-3d07-11ee-9ed0-410517dee42f,stellantis,1692281274,,,,,,,,,,,,,,,,4,,,,,running,FALSE,0,1,FALSE,0,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:07:55.847Z,08:51.8,FALSE,r,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,97a883fa-3d07-11ee-9ed0-410517dee42f,stellantis,1692281276,0,km/h,0,40.901268,-81.123611,383.299988,m,0.26,m/s²,-0.08,m/s²,FALSE,60.45372,L/100 km,TRUE,4,649,rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:07:58.847Z,08:51.8,FALSE,r,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,97a883fb-3d07-11ee-9ed0-410517dee42f,stellantis,1692281279,0,km/h,0,40.901264,-81.123611,383.299988,m,0.32,m/s²,-0.08,m/s²,FALSE,60.23704,L/100 km,TRUE,4,648,rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:08:01.847Z,08:51.8,FALSE,r,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,97a883fc-3d07-11ee-9ed0-410517dee42f,stellantis,1692281282,0,km/h,0,40.901264,-81.123611,383.299988,m,0.32,m/s²,-0.12,m/s²,FALSE,59.37032,L/100 km,TRUE,4,628,rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:08:03.585Z,08:51.8,,,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,97a883fd-3d07-11ee-9ed0-410517dee42f,stellantis,1692281284,,,,,,,,,,,,,,,,4,,,,,running,FALSE,0,1,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:08:04.847Z,08:51.8,FALSE,r,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,97a883fe-3d07-11ee-9ed0-410517dee42f,stellantis,1692281285,0,km/h,0,40.901264,-81.123611,383.299988,m,0.28,m/s²,-0.14,m/s²,FALSE,58.07024,L/100 km,TRUE,4,635,rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:08:07.847Z,08:51.9,FALSE,r,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,97a88403-3d07-11ee-9ed0-410517dee42f,stellantis,1692281288,0,km/h,0,40.901264,-81.123611,383.299988,m,0.32,m/s²,-0.18,m/s²,FALSE,78.0048,L/100 km,TRUE,4,636,rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:08:10.847Z,08:51.9,FALSE,r,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,97a88404-3d07-11ee-9ed0-410517dee42f,stellantis,1692281291,0,km/h,0,40.901264,-81.123611,383.299988,m,0.3,m/s²,-0.1,m/s²,FALSE,56.3368,L/100 km,TRUE,4,616,rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:08:13.847Z,09:00.5,FALSE,r,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,9d1f936c-3d07-11ee-9ed0-410517dee42f,stellantis,1692281294,0,km/h,0,40.901264,-81.123611,383.299988,m,0.28,m/s²,-0.14,m/s²,FALSE,60.45372,L/100 km,TRUE,4,616,rpm,49441,km,running,FALSE,0,1,FALSE,0,124,km,13,L,14.9,perc,99,°C,22,perc,ENGINERUNTIME,14,V,-5.6,°C,38,38,38,37,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:08:16.847Z,09:00.5,FALSE,r,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,9d1f936d-3d07-11ee-9ed0-410517dee42f,stellantis,1692281297,0,km/h,0,40.901264,-81.123611,383.299988,m,0.26,m/s²,-0.14,m/s²,FALSE,59.37032,L/100 km,TRUE,4,619,rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:08:23.593Z,09:29.0,,,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,ae1f6323-3d07-11ee-9ed0-410517dee42f,stellantis,1692281304,,,,,,,,,,,,,,,,4,,,,,running,FALSE,0,1,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:08:33.602Z,09:29.1,,,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,ae1f6325-3d07-11ee-9ed0-410517dee42f,stellantis,1692281314,,,,,,,,,,,,,,,,4,,,,,running,FALSE,0,1,FALSE,0,,,,,,,,,,,,,,,,,,,,left
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:08:43.593Z,09:29.1,,,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,ae1f6327-3d07-11ee-9ed0-410517dee42f,stellantis,1692281324,,,,,,,,,,,,,,,,4,,,,,running,FALSE,0,1,,,,,,,,,,,,,,,,,,,,,,
J67+rghXXyZuovYkqv8pdbfHE5pqeHIZ4H9GB3YI0a0=,2023-08-17T14:08:53.602Z,09:29.1,,,F2M_6E91A6FF3D0711EE9ED0410517DEE42F,trip_ongoing,ae1f6329-3d07-11ee-9ed0-410517dee42f,stellantis,1692281334,,,,,,,,,,,,,,,,4,,,,,running,FALSE,0,1,FALSE,0,,,,,,,,,,,,,,,,,,,,
